# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE217216|spatial|Homo sapiens|6|GSE217216_YWan061721-RefSeq-99_Min-10-FPKM-Norm-Pad1-LogQuant-Signals.txt.gz(357KB)|development,cardiovascular|Integrated transcriptomics of human blood vessels defines the spatially regulated niche for early mesenchymal progenitors|walls organized concentric cellular layers outer layer tunica adventitia represents major cells profiling large arteries veins hierarchy stem organization addition scRNaseq CD34 adventitial novel|
GSE244014|spatial|Mus musculus|8|GSE244014_RAW.tar(9.1GB)|neuroscience,development,skeletal_muscle|Spatial transcriptomics in embryonic mouse diaphragm muscle reveals regional gradients and subdomains of developmental gene expression|primary model studying myogenesis neuro-muscular synaptogenesis represent processes regulated spatially organized genetic programs myonuclei located distinct myodomains pattern reported resolved|
GSE267806|spatial|Homo sapiens|6|GSE267806_RAW.tar(292MB)|cancer,development,metabolism,skeletal_muscle,gene_regulation|Single-cell multiomics profiling reveals heterogeneous transcriptional programs and microenvironment in Desmoplastic Small Round Cell Tumors [Visium: Spatial transcriptomics]|DSRCT rare aggressive sarcoma driven EWSR1-WT1 chimeric factor Despite unique oncogenic driver displays polyphenotypic differentiation unknown causality multi-omics samples patients cells cluster|multiomics
GSE238004|spatial|Mus musculus|4|GSE238004_RAW.tar(161MB)|cancer,hematopoiesis|Nextflow Pipeline for Visium and H&E Data from Patient-Derived Xenograft Samples|designed DSL2-based Spatial Transcriptomics Quantification STQ simultaneous processing 10x Genomics matched hematoxylin eosin stained whole slide image WSI optimized PDX cancer specimens enables|
GSE262276|spatial|Homo sapiens|1|GSE262276_RAW.tar(96MB)|cancer,cell_stress|Spatial transcriptomics of intraductal carcinoma of the prostate (IDCP)|identify IDCP-specific gene expression profile effectively made innovative attempt characterize typical case|
GSE252176|spatial|Homo sapiens|4|GSE252176_RAW.tar(191MB)|cancer,immunology,infectious_disease,drug_response|Multi-Omics molecular subtyping based on commensal microbiome predicts molecular characteristics and therapeutic response in Triple-Negative Breast Cancer [Spatial Transcriptome seq]|thoroughly analyzed different manifestations located cells Tumor related survival single cell sequencing space according score finally relationship efficacy providing scientific basis treatment|
GSE267263|spatial|Homo sapiens|6|GSE267263_ref_trans_full_table.txt.gz(907KB)|cancer,infectious_disease,drug_response,signal_transduction|Increased ONECUT2 induced by Helicobacter pylori promotes gastric cancer cell stemness via AKT-related pathway|Background infection initiate progression carcinogenesis shows promise tumor diagnosis prognosis treatment explored specific infection-associated basis targeting therapeutic strategy Methods Public|
GSE267146|spatial|Mus musculus|2|GSE267146_RAW.tar(79MB)|metabolism,fibrosis_wound,liver|Spatiotemporal hepatocyte heterogeneity impacts in vivo gene engineering [snRNA-Seq]|liver central organ metabolism hepatocytes main cell type responsible most Several previous types tissue homeostasis regeneration post-natal growth establishment mature phenotypes fully understood|
GSE238145|spatial|Homo sapiens|10|GSE238145_code_summary.R.gz(9KB), GSE238145_RAW.tar(1.0GB), GSE238145_TG_AZ_counts_merged.txt.gz(234MB), GSE238145_TG_AZ_sample_metadata.tsv.gz(1MB)|cancer,immunology,neuroscience,development,drug_response,rna_biology,signal_transduction|Batf3-dendritic cells and 4-1BB/4-1BB ligand axis are required at the effector phase within the tumor microenvironment for PD-1/PD-L1 blockade efficacy|cellular source positive signals reinvigorate TME therapeutic clearly defined now Batf3-lineage DCs essential process Flow cytometric gene-targeted mice blocking antibody 4-1BBL major costimulatory|
GSE263571|spatial|Homo sapiens|12|GSE263571_RAW.tar(170MB)|immunology,development,fibrosis_wound,skin,microbiology,cell_stress,signal_transduction|Granuloma annulare exhibits mixed immune and macrophage polarization profiles with spatial transcriptomics|idiopathic condition characterized granulomatous inflammation skin Prior suggested develops various triggers leading complex interplay involving innate adaptive immunity tissue remodeling fibrosis|
GSE236697|spatial|Homo sapiens|2|GSE236697_RAW.tar(68MB)|cancer|Spatial transcriptomics reveals functional compartmentalization of mucinous colorectal adenocarcinoma|profile compositional distribution hetergeneous cell populations adenocarinoma|
GSE264624|spatial|Homo sapiens|26|GSE264624_RAW.tar(3.9GB)|neuroscience,signal_transduction|An integrated single-nucleus and spatial transcriptomics atlas reveals the molecular landscape of the human hippocampus [snRNA-seq]|contains many unique cell types serve structure specialized learning memory cognition cells distinct topography morphology physiology connectivity highlighting need transcriptome-wide profiling|
GSE265819|spatial|Mus musculus|16|GSE265819_control_library1.rds.gz(67MB), GSE265819_control_library2.rds.gz(72MB), GSE265819_control_library3.rds.gz(66MB), GSE265819_MM04030_library1.rds.gz(61MB), GSE265819_MM04032_library1.rds.gz(67MB)||Multiscale topology classifies and quantifies cell types in subcellular spatial transcriptomics|potential transform understanding RNA expression tissues Classical array-based technologies produce multiple-cell-scale measurements requiring deconvolution recover single information rapid advances|
GSE264393|spatial|Homo sapiens|4|GSE264393_RAW.tar(629MB)||Multiscale topology classifies and quantifies cell types in subcellular spatial transcriptomics [human snRNA-seq]|potential transform understanding expression tissues Classical array-based technologies produce multiple-cell-scale measurements requiring deconvolution recover single information rapid advances|
GSE263891|spatial|Mus musculus|6072|GSE263891_MNP_SS2only.h5ad(100MB), GSE263891_SS2_metadata.csv.gz(115KB), GSE263891_SS2_only_normalized_counts.csv.gz(53MB)|cancer,immunology,development,infectious_disease,lung_respiratory,microbiology|Single-cell analysis reveals Mycobacterium tuberculosis ESX-1–mediated accumulation of permissive macrophages in infected mouse lungs|MTB infects replicates mononuclear phagocytes MNPs astounding ability evade elimination virulence determinant contributes survive within type VII secretion system factors influence recruitment and/or|
GSE263882|spatial|Mus musculus|3|GSE263882_BMDM_hpc.h5ad(621MB), GSE263882_multiseq_10x_metadata.csv.gz(132KB), GSE263882_multiseq_10x_normalizedcounts.csv.gz(515MB)|cancer,immunology,development,infectious_disease,lung_respiratory,microbiology|Single-cell analysis reveals Mycobacterium tuberculosis ESX-1–mediated accumulation of permissive macrophages in infected mouse lungs|MTB infects replicates mononuclear phagocytes MNPs astounding ability evade elimination virulence determinant contributes survive within type VII secretion system factors influence recruitment and/or|
GSE263880|spatial|Mus musculus|3|GSE263880_Combined_10x_SS2_UMAP.h5ad(293MB), GSE263880_combined_metadata.csv.gz(600KB), GSE263880_combined_normalized_counts.csv.gz(488MB)|cancer,immunology,development,infectious_disease,lung_respiratory,microbiology|Single-cell analysis reveals Mycobacterium tuberculosis ESX-1–mediated accumulation of permissive macrophages in infected mouse lungs|MTB infects replicates mononuclear phagocytes MNPs astounding ability evade elimination virulence determinant contributes survive within type VII secretion system factors influence recruitment and/or|
GSE263793|spatial|Mus musculus|7|GSE263793_RAW.tar(28.6GB)|neuroscience,cell_stress|Microglia - astrocyte cross-talk in the amyloid plaque niche of an Alzheimer's disease mouse model as revealed by spatial transcriptomics|SuperSeries composed SubSeries listed|
GSE263789|spatial|Mus musculus|5|GSE263789_RAW.tar(26.6GB), GSE263789_StereoSeq_mouse_combined.h5ad(12.7GB)|neuroscience,cell_stress,signal_transduction|Microglia - astrocyte cross-talk in the amyloid plaque niche of an Alzheimer’s disease mouse model as revealed by spatial transcriptomics (Stereo-seq Spatial Transcriptomics)|characterize alterations cellular compositions signaling perturbations high-resolution CosMx discover wide heterogeneity composition niches marked increase microglial accumulation over time profile|
GSE244593|spatial|Homo sapiens|48|GSE244593_Hs_R_NGS_WTA_v1.0.pkc.gz(2MB), GSE244593_RAW.tar(2MB)|immunology,development,epigenetics,gene_regulation|Single nuclei chromatin accessibility and transcriptomic map of breast tissues of women of diverse genetic ancestry [GeoMx]|allowing robust classification cell types organ helps establish relationships cell-type specific expression status regulatory regions healthy donors various developed comprehensive atlas human|
GSE244585|spatial|Homo sapiens|32|GSE244585_Ashkenazi_NormalBreastSample_multiome_Pool1_per_barcode_metrics.csv.gz(13MB), GSE244585_KTBpool11_per_barcode_metrics.csv.gz(15MB), GSE244585_KTBpool12_per_barcode_metrics.csv.gz(16MB), GSE244585_KTBpool_13_per_barcode_metrics.csv.gz(15MB), GSE244585_KTBpool_14_per_barcode_metrics.csv.gz(16MB), GSE244585_KTBpool15_Asian_per_barcode_metrics.csv.gz(16MB), GSE244585_KTBpool17_Asian_per_barcode_metrics.csv.gz(16MB), GSE244585_KTBpool-23_Hispanic_per_barcode_metrics.csv.gz(13MB), GSE244585_KTBpool-25_Hispanic_per_barcode_metrics.csv.gz(13MB), GSE244585_KTB_pool-3_per_barcode_metrics.csv.gz(11MB), GSE244585_KTB_pool-4_per_barcode_metrics.csv.gz(16MB), GSE244585_KTBpool5_Ashkenazi_jew_per_barcode_metrics.csv.gz(11MB), GSE244585_KTBpool6_Ashkenazi_jew_per_barcode_metrics.csv.gz(15MB), GSE244585_KTBpool9_per_barcode_metrics.csv.gz(16MB), GSE244585_Pool7_BRCA2Positive_per_barcode_metrics.csv.gz(15MB), GSE244585_Pool8_BRCA1Positive_per_barcode_metrics.csv.gz(15MB), GSE244585_RAW.tar(41.9GB)|immunology,development,epigenetics,gene_regulation|Single nuclei chromatin accessibility and transcriptomic map of breast tissues of women of diverse genetic ancestry [10X single-cell multiome]|allowing robust classification types organ helps establish relationships cell-type specific expression status regulatory regions healthy donors various developed comprehensive atlas human Integrated|multiomics
GSE244583|spatial|Homo sapiens|4|GSE244583_RAW.tar(88MB)|immunology,development,epigenetics,gene_regulation|Single nuclei chromatin accessibility and transcriptomic map of breast tissues of women of diverse genetic ancestry [scRNA-seq]|allowing robust classification cell types organ helps establish relationships cell-type specific expression status regulatory regions healthy donors various developed comprehensive atlas human|
GSE260998|spatial|Mus musculus|2|GSE260998_RAW.tar(426MB)|cancer,immunology,epigenetics,cell_stress,signal_transduction|Germinal Center Dark Zone harbors ATR-dependent determinants of T-cell exclusion that are also identified in aggressive lymphoma – Visium_FFPE_Spatial_Trasciptomics_project|light regions spatially separate expansion diversification selection antigen-specific B-cells ensure antibody affinity maturation memory polarity established poorly understood novel insights signals|
GSE263897|spatial|Homo sapiens|60|GSE263897_Hs_R_NGS_WTA_v1.0.pkc.gz(2MB), GSE263897_RAW.tar(3MB)|immunology,reproduction,microbiology,cell_stress|Spatial Transcriptomic Analysis of Superficial Peritoneal Endometriotic Lesions|pathophysiology endometriosis characterized presence endometrium-like tissue outside uterus poorly understood aimed identify cell type-specific gene expression changes elucidate crosstalk among|
GSE243022|spatial|Homo sapiens|4|GSE243022_RAW.tar(71MB)|cancer,immunology|Cancer-associated Fibroblast Spatial Heterogeneity and EMILIN1 Expression in Cancer Stroma Modulate TGF-b Activity and CD8+ T-Cell Infiltration in Breast Cancer|tumor microenvironment TME multifaceted interactions cells major targets treatment Single-cell technologies brought insights resulting complexity frequently precludes conclusions combined RNA|
GSE255834|spatial|Mus musculus|8|GSE255834_RAW.tar(297MB)|metabolism,fibrosis_wound,aging,liver|Single cell RNAseq at 48h and 72h in mice|Fifty percent acute liver failure ALF cases United States due acetaminophen APAP overdose Assessment canonical features injury plasma alanine aminotransferase activities poor predictors suggesting|
GSE255777|spatial|Homo sapiens|3|GSE255777_HumanAPAPvsControl_edgeR_normalized_updated.csv.gz(237KB), GSE255777_RawCounts_human.csv.gz(445KB)|metabolism,fibrosis_wound,aging,liver|RNAseq on Human APAP-ALF|Fifty percent acute liver failure cases United States due acetaminophen overdose Assessment canonical features injury plasma alanine aminotransferase activities poor predictors suggesting involvement|
GSE255690|spatial|Homo sapiens|24|GSE255690_RAW.tar(910MB)|development,aging,reproduction,drug_response|Spatiotemporal transcriptomic changes of human ovarian aging and the key regulatory role of FOXP1|understanding affects cellular molecular components ovary contributes age-related fertility decline still limited systematically characterize combining single-cell RNA sequencing spatial|
GSE190564|spatial|Homo sapiens|62|GSE190564_processed_data.tar.gz(11.1GB)|immunology,gut_intestine,cell_stress,cell_cycle|Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis -  whole tissue scRNA-Seq|Adult inflammatory bowel disease incompletely understood combine unbiased single-cell sequencing gene expression profiling CITE-seq derived cell surface protein TCR BCR sequence transcriptomics|multiomics
GSE189754|spatial|Homo sapiens|15|GSE189754_processed_data.tar.gz(4.7GB)|immunology,gut_intestine,cell_stress,cell_cycle|Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis - CD45 scRNA-Seq|Adult inflammatory bowel disease incompletely understood combine unbiased single-cell sequencing gene expression profiling CITE-seq derived cell surface protein TCR BCR sequence transcriptomics|multiomics
GSE189184|spatial|Homo sapiens|16|GSE189184_RAW.tar(8.7GB)|immunology,gut_intestine,cell_stress,cell_cycle|Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis - Spatial Transcriptomics|Adult inflammatory bowel disease incompletely understood combine unbiased single-cell RNA sequencing gene expression profiling CITE-seq derived cell surface protein TCR BCR sequence interrogate|multiomics
GSE189040|spatial|Homo sapiens|24|GSE189040_Pool10_TCR.zip(54MB), GSE189040_Pool10.zip(439MB), GSE189040_Pool13_TCR.zip(51MB), GSE189040_Pool13.zip(427MB), GSE189040_Pool16_TCR.zip(52MB), GSE189040_Pool16.zip(555MB), GSE189040_Pool19_TCR.zip(64MB), GSE189040_Pool19.zip(617MB), GSE189040_Pool1_TCR.zip(28MB), GSE189040_Pool1.zip(306MB), GSE189040_Pool22_TCR.zip(61MB), GSE189040_Pool22.zip(610MB), GSE189040_Pool4_TCR.zip(25MB), GSE189040_Pool4.zip(277MB), GSE189040_Pool7_TCR.zip(50MB), GSE189040_Pool7.zip(408MB)|immunology,gut_intestine,cell_stress,cell_cycle|Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis - CD3 scRNA-Seq|Adult inflammatory bowel disease incompletely understood combine unbiased single-cell sequencing gene expression profiling CITE-seq derived cell surface protein TCR BCR sequence transcriptomics|multiomics
GSE262578|spatial|Danio rerio|53|GSE262578_S10_2_dgeList.rds.gz(3MB), GSE262578_S12_1_dgeList.rds.gz(2MB), GSE262578_S16_2_dgeList.rds.gz(2MB)|development|Construction of Danio rerio Asymmetrical Maps (DreAM)|Purpose zebrafish spatial transcriptomics studying establishment axis Methods serial bulk RNA-seq embryo three development points published references implemented Palette infer gene expression|
GSE245416|spatial|Homo sapiens|12|GSE245416_RAW.tar(336MB), GSE245416_SBO_feature_reference.csv.gz(371B)|development,metabolism,liver|Polymer-mediated oligo delivery enables construction of spatially encoded 3D cultures for analysis by single-cell RNA sequencing|transcriptomics widely capture gene expression profiles realised two-dimensional projection captured tissue sections Three-dimensional spheroids organoids highly promising alternatives overly|
GSE261799|spatial|Mus musculus|8|GSE261799_gene_fpkm_matrix.csv.gz(2MB)|cancer,immunology,cardiovascular,lung_respiratory,drug_response,cell_stress,cell_cycle|SFRP2+ CAFs Hinder Abscopal Effect from Combined Radiotherapy and Immunotherapy by Forming a Hostile Perivascular Niche|Despite accumulating cases radiotherapy-induced lung cancer introduction immune checkpoint inhibitors ICIs occurrence infrequent unpredictable therapeutic goal combination 8Gy ICI alleviated tumor|
GSE237771|spatial|Homo sapiens|4|GSE237771_RAW.tar(29MB)|immunology,metabolism,kidney,skin,drug_response,cell_stress|Epithelial-Immune Metabolic Codependency Fuels Inflammatory Disease [Spatial Transcriptomics]|skin diseases spurred unchecked immune-epithelial circuits specific factors crosstalk impact dysregulation two cellular components understood better decipher psoriasis employed ground-breaking|
GSE237767|spatial|Homo sapiens; Mus musculus|34|GSE237767_human_raw_counts.txt.gz(1MB), GSE237767_mouse_raw_counts.txt.gz(782KB)|cancer,immunology,metabolism,skin,cell_stress,signal_transduction|Epithelial-Immune Metabolic Codependency Fuels Inflammatory Disease [Bulk RNA-seq]|skin diseases spurred unchecked immune-epithelial circuits cytokine chemokine signals facilitating crosstalk established specific mediators simultaneous contribution dysregulation two distinct|
GSE255175|spatial|Homo sapiens|186|GSE255175_RAW.tar(12MB)|fibrosis_wound,cell_stress|The spatial transcriptomic landscape of fibrosing ILDs|SuperSeries composed SubSeries listed|
GSE255174|spatial|Homo sapiens|179|GSE255174_additional_information.txt.gz(20KB), GSE255174_RAW.tar(11MB)|fibrosis_wound,lung_respiratory,cell_stress|The spatial transcriptomic landscape of fibrosing ILDs [Nanostring]|interstitial lung diseases encompass diverse range scarring disorders lead progressive failure Previous gene expression profiling focused idiopathic pulmonary fibrosis IPF bulk tissue samples|
GSE255173|spatial|Homo sapiens|7|GSE255173_RAW.tar(2MB)|fibrosis_wound,lung_respiratory,cell_stress|Spatially-resolved gene expression patterns of fibrosing ILDs [RNA-Seq]|interstitial lung diseases encompass diverse range scarring disorders lead progressive failure Previous profiling focused idiopathic pulmonary fibrosis IPF bulk tissue samples employed digital gain|
GSE234271|spatial|Mus musculus|3|GSE234271_RAW.tar(53MB)|immunology,skin,signal_transduction|Novel integrated multiomics analysis reveals Itgbl1-mediated regulation of fibrogenesis through antagonism of Tgfβ1 and IL1β signaling. (Spatial Gene Expression)|transcriptome Visium 10x Genomics define topography inflammation-related expressions microenvironments wound tissues|
GSE216542|spatial|Mus musculus|22|GSE216542_ATAC_Counts_Final.rds.gz(470MB), GSE216542_ATAC_Metadata_Final.csv.gz(2MB), GSE216542_ED_Figure_9_3M_ST1.h5ad(2.3GB), GSE216542_ED_Figure_9_3M_ST2.h5ad(2.1GB), GSE216542_Epithelial_subclusters_snATACseq.rds(1.1GB), GSE216542_Figure_1_AllCells_scRNAseq.rds(7.9GB), GSE216542_Figure_1_AllCells_snATACseq.rds(3.1GB), GSE216542_Figure_3_Epithelial_subclusters_scRNAseq.rds(1.1GB), GSE216542_Figure_4_Stroma_subclusters_scRNAseq.rds(603MB), GSE216542_Figure_5_TCells_subclusters_snATACseq.rds(1.1GB), GSE216542_Figure_5_TCell_subclusters_scRNAseq.rds(3.4GB), GSE216542_Figure_6_DCs_and_Macrophages_scRNAseq.rds(602MB), GSE216542_Figure_6_DCs_and_Macrophages_snATACseq.rds(532MB), GSE216542_Figure_7_18M_ST1.h5ad(3.1GB), GSE216542_Figure_7_18M_ST2.h5ad(4.1GB), GSE216542_RAW.tar(2.8GB), GSE216542_RNA_Counts_Final.rds.gz(233MB), GSE216542_RNA_Metadata_Final.csv.gz(1MB), GSE216542_Stroma_subclusters_snATACseq.rds(577MB), GSE216542_ST.xlsx(128KB)|immunology,epigenetics,aging|scRNA-seq, snATAC-seq, and spatial transcriptomics analysis of mammary glands of aged female mice|Aging changes cell proportions gene expression chromatin accessibility types captured include epithelial immune stromal|
GSE253441|spatial|Mus musculus|4|GSE253441_RAW.tar(9MB), GSE253441_section_barcodes.txt.gz(1KB)|cardiovascular,skeletal_muscle|Spatial multi-omics in skeletal muscle unravel complex myofiber architecture|muscles organs consisting multiple tissues connective tissue blood vessels nerves multinucleated myofibers Single-nucleus transcriptomics analyses distinctive myonuclear populations related type|multiomics
GSE243575|spatial|Mus musculus|3|GSE243575_RAW.tar(42MB)|cancer,development,crispr_gene_editing,cell_stress,signal_transduction|Distal chromosome 6q harbors a haploinsufficient tumor suppressor gene that regulates PI3K signaling in glioblastoma|universally fatal disease characterized remarkable molecular heterogeneity Prognostic biomarkers implications patient management drug development currently limited analyzed exome-wide human somatic|
GSE272564|spatial|Mus musculus|4|GSE272564_RAW.tar(98MB)|metabolism,cell_stress,liver|Mid-Lobular Hepatocytes Exhibit Transient Proliferation Pause and Stress Response through Atf4-Ddit3 axis in Early Acute Liver Injury (10x Visium)|zonation critical aspect understanding investigates impact acetaminophen-induced zonal heterogeneity phases Ki67 staining specifically among initiation phase spatial transcriptomics immunostaining|
GSE228056|spatial|Homo sapiens|4|GSE228056_Matrix_SMZL_spatial_Annotations.tsv.gz(46KB), GSE228056_Matrix_SMZL_spatial_GEX.tsv.gz(41MB), GSE228056_Matrix_SMZL_tissue_positions_coordinates.tsv.gz(67KB), GSE228056_RAW.tar(11MB)|cancer,immunology|A spatial transcriptomics study of splenic marginal zone lymphomas (SMZL) and spleen healthy donor|Purpose characterize depth samples obtained Methods frozen patients selected thawed performing 10X genomics Visium assay Tumor cells formed mainly patient specific-B cell clusters while T-cells|
GSE248755|spatial|Mus musculus|21|GSE248755_counts.matrix.norm_anno.txt.gz(11MB)|cancer,immunology,development,epigenetics,gene_regulation|RNA-seq of V-SZV derived aNS cells with siRNA mediated depletion of Pbx1, Tcf3 and Tcf4|Developmental transcription factors act networks achieve tissue specificity still poorly understood explored pre-B leukemia homeobox adult neurogenesis combining genomic transcriptomic proteomic|
GSE176189|spatial|Homo sapiens|36|GSE176189_RAW.tar(639MB)|immunology,metabolism,infectious_disease,drug_response,liver|Integrative single-cell and spatial transcriptomic analyses identify a pathogenic cholangiocyte niche and TNFRSF12A as therapeutic target for biliary atresia|RNA sequencing receptor liver biopsies nine patients three choledochal cyst diagnosis generate atlas|
GSE275677|spatial|Homo sapiens|68|GSE275677_RAW.tar(4MB)|skin|RUNX2 as a novel Biomarker for early identification of Patients Progressing to Advanced-Stage Mycosis Fungoides|spatial transcriptomics skin samples time-of-diagnosis enable prediction later progressed stages Formalin-fixed paraffin-embedded biopsies time diagnosis six disease within months years nine remained|
GSE227041|spatial|Homo sapiens|9|GSE227041_RAW.tar(130MB)|cancer,immunology,skeletal_muscle,skin|Spatial profiling of human immune cells in sarcoidosis|multiorgan inflammatory disease characterized tissue granulomas challenging clinicians diagnose called great imitator performing single-cell sequencing transcriptomics skin non-sarcoid patients|
GSE226896|spatial|Homo sapiens|62|GSE226896_RAW.tar(3.7GB)|cancer,immunology,skeletal_muscle,skin|Immune profiles of human cells|Sarcoidosis multiorgan inflammatory disease characterized tissue granulomas challenging clinicians diagnose called great imitator performing single-cell sequencing spatial transcriptomics skin|
GSE270383|spatial|Mus musculus|52|GSE270383_barcodes.tsv.gz(916KB), GSE270383_count.mtx.gz(568MB), GSE270383_genes.tsv.gz(87KB), GSE270383_meta_data.csv.gz(6MB), GSE270383_RAW.tar(23.4GB)|neuroscience,development,aging|Spatial Mapping of Mouse Brain Aging through Indexed Sequencing|developed novel methodology called IRIS Imaging Reconstruction enables cost-effective transcriptomics profiling without relying optical neighborhood interaction-based allows extensive large tissue|
GSE249965|spatial|Homo sapiens|3|GSE249965_RAW.tar(99MB)|liver|Spatial transcriptomics of primary human hepatoblastomas|determine features histologic heterogeneity|
GSE233208|spatial|Homo sapiens; Mus musculus|185|GSE233208_5XFAD_8samples.csv.gz(559B), GSE233208_5XFAD_seurat_processed_annotated.rds.gz(3.9GB), GSE233208_AD-DS_Cases.csv.gz(2KB), GSE233208_Human_snRNA-Seq_ADDS_integrated.rds.gz(3.3GB), GSE233208_Human_visium_ADDS_seurat_processed.rds.gz(1.4GB), GSE233208_pilot_samples.csv.gz(110B), GSE233208_visium_5xFAD_11-15-21_sample_meta.csv.gz(790B), GSE233208_visium_5xFAD_11-24-21_sample_meta.csv.gz(803B), GSE233208_visium_5xFAD_12-13-21_sample_meta.csv.gz(522B), GSE233208_visium_5xFAD_12-20-21_sample_meta.csv.gz(1KB), GSE233208_visium_human_11-24-21_sample_meta.csv.gz(804B), GSE233208_visium_human_12-13-21_sample_meta.csv.gz(535B), GSE233208_visium_human_12-20-21_sample_meta.csv.gz(537B), GSE233208_visium_human_Oct_2021.csv.gz(520B)|immunology,neuroscience,cell_stress,gene_regulation|Single-nucleus RNA-Seq and spatial transcriptomics characterization of Alzheimer’s Disease and Down Syndrome|highly dynamic regulatory networks brain processes specific gene expression patterns across distinct cell types allow better understand analyses brains mice humans|
GSE206245|spatial|Homo sapiens|18|GSE206245_RAW.tar(599MB)|cancer,immunology|Single-Cell and Spatial Transcriptome Analyses Reveal Tertiary Lymphoid Structures Linked to Tumour Progression and Immunotherapy Response in Nasopharyngeal Carcinoma|immune aggregates cancer outcomes interactions model transcriptomes 343 829 cells biopsy blood samples spatially-resolved 316 spots tumours decipher components identify essential populations incl|
GSE276570|spatial|Mus musculus|27|GSE276570_endo_object.h5ad(31MB), GSE276570_endo_object.h5Seurat(33MB)|neuroscience|Single-cell profiling of remyelination in the LPC model|reparative process axons lost supportive insulation re-encased Multiple types participate transcriptional dynamics initial injury full repair poorly characterized combined high-throughput|
GSE265972|spatial|Homo sapiens|9|GSE265972_processed.tar.gz(694MB), GSE265972_VU_anno_metadata.txt.gz(4MB)|fibrosis_wound,skin|Spatiotemporal Single-Cell Roadmap of Human Skin Wound Healing (Single-cell-VU)|process humans poorly understood identify gene expression patterns spatial transcriptomics profiling vivo samples|
GSE241132|spatial|Homo sapiens|12|GSE241132_cell_metadata.txt.gz(5MB), GSE241132_RAW.tar(740MB)|fibrosis_wound,skin|Spatiotemporal Single-Cell Roadmap of Human Skin Wound Healing (Single-cell-Wound)|process humans poorly understood identify gene expression patterns spatial transcriptomics profiling vivo samples|
GSE267920|spatial|Homo sapiens|8|GSE267920_RNAseq_raw_counts.txt.gz(514KB)|cancer,development,skin,cell_stress|FOXA1 is required for ErbB2 expression and luminal differentiation in HER2-positive breast cancer [RNA-seq]|Forkhead box protein critical prostate alpha pioneering transcriptional factor regulates DNA accessibility androgen receptor estrogen expressed human epidermal growth receptor-2 HER2/ErbB2 cancers|
GSE264099|spatial|Mus musculus|4|GSE264099_RAW.tar(31MB)|cancer,immunology,metabolism,signal_transduction|Spatial transcriptomics reveals distinct tumor microenvironment of murine breast cancer model undergoing treatment with a humanized monoclonal antibody targeting FABP4|Circulating levels adipocyte fatty acid binding protein A-FABP linked metabolic dysregulation previous demonstrated high serum increased risk obesity anti-FABP4 anitbody inhibit mammary growth|
GSE274407|spatial|Danio rerio|5|GSE274407_RAW.tar(1.3GB)|immunology,neuroscience,development,gut_intestine|Spatiotemporal dynamics of the developing zebrafish enteric nervous system at the whole organ level|Neural crest cells give rise neurons ENS innervate gastrointestinal tract regulate gut motility immense size distinct subregions present challenge understanding spatial organization sequential|
GSE266556|spatial|synthetic construct; Mus musculus|2|GSE266556_barcodes.tsv.gz(158MB), GSE266556_features.tsv.gz(498KB), GSE266556_matrix.mtx.gz(118MB)|gut_intestine|Seq-Scope profiling of mouse colon sections with biopsy-induced injuries|Sequence-Scope generate ultra-high definition images sequence-based molecular signatures resolved submicrometer scale spatial transcriptome biopsy-associated injury Raw 1st-Seq FASTQ intact tile|
GSE223813|spatial|Mus musculus|10|GSE223813_RAW.tar(177MB)|immunology,neuroscience,fibrosis_wound,skeletal_muscle,hematopoiesis,microbiology|Spatiotemporal transcriptomic mapping of regenerative inflammation in skeletal muscle reveals a dynamic multilayered tissue architecture|regeneration orchestrated macrophages clear damaged cells promote spatially adapt diversify support architectural requirements actively regenerating unknown reconstructed trajectories myeloid|
GSE185610|spatial|Mus musculus|4|GSE185610_RAW.tar(333MB)|cancer,immunology,infectious_disease|Spatial transcriptome for investigating tumor microenvironment remodeling mediated by a chimeric oncolytic adenovirus combined with PD-1 antibody|constructed novel broad-spectrum anticancer product multiple synergistic potentiated immunotherapy|
GSE271781|spatial|Mus musculus|4|GSE271781_RAW.tar(339MB)|neuroscience|Molecular and spatial transcriptomic classification of midbrain dopamine neurons and their alterations in a LRRK2G2019S model of Parkinson’s disease|snRNASeq identify subtypes explore subtype-specific gene expression|
GSE247807|spatial|Homo sapiens|3|GSE247807_RAW.tar(126MB)|immunology,development,cardiovascular,metabolism,infectious_disease,microbiology,cell_stress|Vascularized Macrophage-Islet Organoids to Model Immune-Mediated Pancreatic beta cell Pyroptosis upon Viral Infection [scRNAseq.VMI]|cells play critical causing host damage various diseases infectious paucity human models systematically analyzed changes composition COVID-19 autopsy samples GeoMx spatial protein platform|
