# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE213229|atac_seq|Mus musculus|12|no_suppl|cancer,immunology,development,epigenetics,aging,cell_cycle|Functional T cells are capable of supernumerary cell division and longevity [ATAC-seq]|Differentiated somatic mammalian putatively exhibit species-specific limits impede cancer constrain lifespans immunity transiently stimulated CD8 undergo unusually rapid bursts numerous divisions|
GSE211663|atac_seq|Drosophila melanogaster|27|GSE211663_RAW.tar(10.6GB)|development,epigenetics,cell_stress,gene_regulation|Tissue-specific RNA Polymerase II promoter-proximal pause release and burst kinetics in a Drosophila embryonic patterning network [ATAC-Seq]|Background Formation transcriptional programs underlies multicellular development dorsoventral involves interactions enhancers promoters chromatin context landscape influences transcription fully|
GSE247202|atac_seq|Mus musculus|4|GSE247202_RAW.tar(554MB)|immunology,epigenetics,crispr_gene_editing|Chromatin accessibility by ATAC in wild type versus MCT1-knockout B cells|ATAC-seq differential comparing|
GSE243147|atac_seq|Homo sapiens|16|GSE243147_LYFR_DMSO_multirep.narrowPeak.gz(5MB), GSE243147_LYFR_INX_multirep.narrowPeak.gz(6MB), GSE243147_LYR_DMSO_multirep.narrowPeak.gz(5MB), GSE243147_LYR_INX_multirep.narrowPeak.gz(5MB), GSE243147_Par_DMSO_multirep.narrowPeak.gz(4MB), GSE243147_Par_INX_multirep.narrowPeak.gz(4MB), GSE243147_Par_LYINX_multirep.narrowPeak.gz(5MB), GSE243147_Par_LY_multirep.narrowPeak.gz(5MB), GSE243147_RAW.tar(5.1GB)|cancer,immunology,epigenetics,drug_response,cell_cycle|Therapeutic efficacy of INX-315, a selective CDK2 inhibitor, in solid tumors [MCF7 ATACseq]|Assay Transposase-Accessible Chromatin Sequencing ATAC-Seq parental cells treated control vehicle abemaciclib abemaciclib/fulvestrant-resistant|
GSE228342|atac_seq|Gallus gallus|4|GSE228342_RAW.tar(437MB)|development,metabolism,epigenetics,gene_regulation|Histone lactylation couples cellular metabolism with the activation of developmental gene regulatory networks [R-GNE-140 ATAC-seq]|Embryonic cells engage diverse types execute specialized tasks developing embryo Recent demonstrated metabolic reprogramming drive changes identity behavior affecting expression genes connection|
GSE228341|atac_seq|Gallus gallus|4|GSE228341_RAW.tar(916MB)|development,metabolism,epigenetics,gene_regulation|Histone lactylation couples cellular metabolism with the activation of developmental gene regulatory networks [SOX9 MO ATAC-seq]|Embryonic cells engage diverse types execute specialized tasks developing embryo Recent demonstrated metabolic reprogramming drive changes identity behavior affecting expression genes connection|
GSE228340|atac_seq|Gallus gallus|2|GSE228340_RAW.tar(139MB)|development,metabolism,epigenetics,gene_regulation|Histone lactylation couples cellular metabolism with the activation of developmental gene regulatory networks [NCC ATAC-seq]|Embryonic cells engage diverse types execute specialized tasks developing embryo Recent demonstrated metabolic reprogramming drive changes identity behavior affecting expression genes connection|
GSE228339|atac_seq|Gallus gallus|1|GSE228339_RAW.tar(200KB)|development,metabolism,epigenetics,gene_regulation|Histone lactylation couples cellular metabolism with the activation of developmental gene regulatory networks [scATAC-seq]|Embryonic cells engage diverse types execute specialized tasks developing embryo Recent demonstrated metabolic reprogramming drive changes identity behavior affecting expression genes connection|
GSE212908|atac_seq|Homo sapiens|6|GSE212908_RAM012_013_015_peak_masterlist.bed.gz(2MB), GSE212908_RAM013_013_015_counts_peak_masterlist.txt.gz(3MB), GSE212908_RAW.tar(1.4GB)|neuroscience,epigenetics,kidney|Chromatin accessibility maps in human kidney cortex and medulla|report ATAC-seq macro-dissected individuals|
GSE244023|atac_seq|Homo sapiens|33|GSE244023_RAW.tar(3.7GB)|cancer,development,epigenetics,drug_response,cell_stress,gene_regulation|ONECUT2 Activates Diverse Resistance Drivers of Androgen Receptor-Independent Heterogeneity in Prostate Cancer (CUT&RUN-seq)|indifference hormonal therapy HOX/CUT transcription factor OC2 directly multiple adenocarcinoma stem-like neuroendocrine variants regulates expression promoter binding enhancement chromatin|
GSE244022|atac_seq|Homo sapiens|10|GSE244022_RAW.tar(1.4GB)|cancer,development,epigenetics,drug_response,cell_stress,gene_regulation|ONECUT2 Activates Diverse Resistance Drivers of Androgen Receptor-Independent Heterogeneity in Prostate Cancer (ATAC-seq)|indifference hormonal therapy HOX/CUT transcription factor OC2 directly multiple adenocarcinoma stem-like neuroendocrine variants regulates expression promoter binding enhancement chromatin|
GSE233080|atac_seq|Mus musculus|8|GSE233080_RAW.tar(1.0GB)|immunology,development,metabolism,epigenetics,cell_stress,gene_regulation,cell_cycle,liver|ATAC-seq data for damaged hepatocytes treated by a 3C cocktail [ATAC-seq]|better understand induced revitalization next conducted epigenetic identify differences transcriptional regulation hepatocyte-enriched TFs Hnf4a Hnf1b Hhex Prox1 genes epithelial cell proliferation|
GSE226198|atac_seq|Homo sapiens|3|GSE226198_RAW.tar(307MB)|epigenetics|ATAC-seq analysis for HPB-ALL cells overexprssing TAL1 and LMO1.|T-ALL line overexpresses analyze chromatin accessibility|
GSE214790|atac_seq|Homo sapiens|10|GSE214790_RAW.tar(1.2GB)|cancer,epigenetics|ATAC-seq analysis for GI-MEN DOX-ASCL1 cells and GI-MEN DOX-ASCL1-4TFs cells.|neuroblastoma line analyze chromatin opening under four different conditions|
GSE245829|atac_seq|Homo sapiens|6|GSE245829_RAW.tar(27MB)|cancer,development,metabolism,epigenetics,cell_stress,gene_regulation|Transcriptional regulation of amino acid metabolism by KDM2B, in the context of ncPRC1.1 and in concert with MYC and ATF4. [ATAC-Seq]|encodes JmjC domain-containing histone lysine demethylase oncogene several types tumors TNBC initiated address cancer relevance earlier work overexpression renders mouse embryonic fibroblasts MEFs|
GSE245828|atac_seq|Homo sapiens|18|GSE245828_EV-H3K27ac_peaks.narrowPeak.gz(2MB), GSE245828_H2AK119ub_peaks.narrowPeak.gz(5MB), GSE245828_H3K27me3_peaks.narrowPeak.gz(7MB), GSE245828_H3K4me3_peaks.narrowPeak.gz(2MB), GSE245828_KDM2B_peaks.narrowPeak.gz(484KB), GSE245828_MYC_peaks.narrowPeak.gz(1MB)|cancer,development,metabolism,epigenetics,cell_stress,gene_regulation|Transcriptional regulation of amino acid metabolism by KDM2B, in the context of ncPRC1.1 and in concert with MYC and ATF4 [ChIP-seq]|encodes JmjC domain-containing histone lysine demethylase oncogene several types tumors TNBC initiated address cancer relevance earlier work overexpression renders mouse embryonic fibroblasts MEFs|
GSE236770|atac_seq|Homo sapiens|14|GSE236770_RAW.tar(1.9GB)|cancer,development,epigenetics,microbiology,gene_regulation|Gene regulatory network analysis predicts cooperating transcription factor regulons required for FLT3-ITD+ AML growth [ATAC-seq]|heterogenous disease caused different mutations previously mutational sub-type develops specific GRN factors interacting multiple modules many genes themselves hypothesized highly connected nodes|
GSE235308|atac_seq|Homo sapiens|64|GSE235308_RAW.tar(96.2GB)|cancer,epigenetics,hematopoiesis,drug_response|A longitudinal single-cell atlas of treatment response in pediatric AML (scATAC-Seq)|acute myeloid leukemia pAML disease characterized heterogeneous cellular composition driver alterations prognosis Characterization heterogeneity affects relatively understudied patients RNA|
GSE248044|atac_seq|Mus musculus|12|GSE248044_GM_C2C12_Runx1KO_ATAC.bed.gz(725KB), GSE248044_GM_C2C12_Runx1KO_specific_ATAC.bed.gz(69KB), GSE248044_GM_C2C12_WT_ATAC.bed.gz(901KB), GSE248044_GM_C2C12_WT_Runx1KO_shared_ATAC.bed.gz(666KB), GSE248044_GM_C2C12_WT_specific_ATAC.bed.gz(242KB), GSE248044_RAW.tar(1.6GB)|development,epigenetics,fibrosis_wound,skeletal_muscle,gene_regulation|The Unique Function of Runx1 in Skeletal Muscle Differentiation and Regeneration is Mediated by an ETS Interaction Domain (ATAC-Seq)|conserved Runt-related transcription factor family well-known master regulators developmental regenerative processes Runx2 expressed satellite cells myotubes Conditional deletion adult negatively|
GSE230437|atac_seq|Mus musculus|2|GSE230437_RAW.tar(146MB)|immunology,development,epigenetics|Assay for Transposase-Accessible Chromatin using sequencing of PD-1+ Tfh cells and CD62L+ Tfh cells|follicular helper essential germinal center reactions identical different phenotypes reported generate memory still poorly understood single-cell RNA-sequencing CXCR5 Bcl6 generated under conditions|
GSE213964|atac_seq|Homo sapiens|6|GSE213964_RAW.tar(2.4GB)|cancer,epigenetics,crispr_gene_editing,drug_response,signal_transduction|Analysis of the role of SMARCB1 in bladder cancer cell line T24 [ATAC-seq]|identify DNA accessibility targets regulated SWI/SNF subunit signals cells engineered knockout non-targeting control re-expression following altered profiles new regulation gene expression suggested|
GSE183840|atac_seq|Rattus norvegicus|9|GSE183840_EXPORT_snATACAseq_peaks.rds.gz(901MB), GSE183840_EXPORT_snATACseq_metadata.txt.gz(307KB), GSE183840_EXPORT_snATACseq_peaks.rds.gz(166MB), GSE183840_EXPORT_snATACseq_umap.txt.gz(924KB)|immunology,cardiovascular,epigenetics,fibrosis_wound,kidney,drug_response,cell_stress|Single cell transcriptomics and chromatin accessibility profiling elucidate the kidney protective mechanism of mineralocorticoid receptor antagonism [snATAC-seq]|Mineralocorticoids play critical maintaining sodium potassium homeostasis pathophysiological processes hypertrophy inflammation fibrosis antagonists MRAs heart disease molecular action poorly|
GSE161563|atac_seq|Sus scrofa|6|GSE161563_RAW.tar(35MB)|development,epigenetics,hematopoiesis,plant_biology|Identification of chromatin accessibility during the early stage of pig SCNT embryo reprogramming by ATAC-seq|Somatic cell nuclear transplantation transform highly differentiated donor nuclei pluripotent large-scale documented take place first few hours activation characterize dynamic changes insight|
GSE247375|atac_seq|Mus musculus|3|GSE247375_RAW.tar(5MB)|immunology,development,epigenetics,infectious_disease,gut_intestine,microbiology|CBir1 T cells acquire an effector phenotype during inflammation (ATAC-seq)|CD4 specific commensal bacterial antigens expanded inflammatory bowel disease IBD patients healthy individuals commensal-specific get activated fully understood TCR-transgenic antigen dextran sulfate|
GSE242085|atac_seq|Homo sapiens|12|GSE242085_RAW.tar(12.4GB)|cancer,immunology,development,epigenetics,infectious_disease,gut_intestine|Multiomic analysis reveals cellular and epigenetic plasticity in intestinal pouches of ulcerative colitis patients [scATAC-seq]|Total proctocolectomy ileal anastomosis IPAA standard treatment severe resistant Despite improvements outcomes develop inflammation pouchitis within 1-2 years following surgery pathogenesis|
GSE239802|atac_seq|Mus musculus|20|GSE239802_Ikzf1_ATAC_summarizedCounts.csv.gz(3MB)|cancer,immunology,development,epigenetics,crispr_gene_editing,gene_regulation,cell_cycle|Single-cell CRISPR screens in vivo map T cell fate regulomes in cancer [Ikzf1 ATAC-Seq]|gene regulatory network GRN CTL differentiation Tex responses functionally reinvigorated incompletely understood systematically mapped causal GRNs via scCRISPR discovered checkpoints|
GSE239801|atac_seq|Mus musculus|16|GSE239801_Ets1_ATAC_summarizedCounts.csv.gz(2MB)|cancer,immunology,development,epigenetics,crispr_gene_editing,gene_regulation,cell_cycle|Single-cell CRISPR screens in vivo map T cell fate regulomes in cancer [Ets1 ATAC-Seq]|gene regulatory network GRN CTL differentiation Tex responses functionally reinvigorated incompletely understood systematically mapped causal GRNs via scCRISPR discovered checkpoints|
GSE233152|atac_seq|Mus musculus|6|GSE233152_RAW.tar(9.0GB)|neuroscience,development,epigenetics,gene_regulation|Single cell ATAC-seq analysis in mouse embryonic medial ganglionic eminence (MGE) under deletion of Ezh2 gene (10X Genomics Multiome)|Enhancer zeste homolog methyltransferase component Polycomb Repressive Complex PRC2 critical trimethylation histone lysine H3K27me3 repression Mutations dysregulation lead neurodevelopmental|
GSE216797|atac_seq|Mus musculus|12|GSE216797_Rbpj_ATAC_summarizedCounts.xlsx(6MB)|cancer,immunology,development,epigenetics,crispr_gene_editing,rna_biology,gene_regulation,cell_cycle|Single-cell CRISPR screens in vivo map T cell fate regulomes in cancer [Rbpj_ATAC-seq]|gene regulatory network GRN CTL differentiation Tex responses functionally reinvigorated incompletely understood systematically mapped causal GRNs via scCRISPR discovered checkpoints|
GSE212600|atac_seq|Homo sapiens|2|GSE212600_RAW.tar(230KB)|metabolism,epigenetics,aging|Single-nucleoid architecture reveals heterogeneous packaging of mitochondrial DNA [ATAC-seq]|Cellular metabolism relies regulation maintenance mtDNA Hundreds thousands copies exist cell because lack histones other machinery important nuclear genome compaction unresolved packaged individual|
GSE245077|atac_seq|Drosophila melanogaster|103|GSE245077_En_D17_Lesley.bed.gz(43KB), GSE245077_Ez_D17_Lesley.bed.gz(60KB), GSE245077_Ez_S2_Lesley.bed.gz(69KB), GSE245077_GAGA_D17_Lesley.bed.gz(116KB), GSE245077_GAGA_S2_Lesley.bed.gz(122KB), GSE245077_H2AK118ub1_D17_Lesley.bed.gz(102KB), GSE245077_H2AK118ub1_Kc_Lesley.bed.gz(31KB), GSE245077_H2AK118ub1_S2_Lesley.bed.gz(61KB), GSE245077_H3K27ac_D17_Lesley.bed.gz(325KB), GSE245077_H3K27ac_Kc_Lesley.bed.gz(185KB), GSE245077_H3K27ac_S2_Lesley.bed.gz(269KB), GSE245077_H3K27me3_D17_Lesley.bed.gz(26KB), GSE245077_H3K27me3_Kc_Lesley.bed.gz(42KB), GSE245077_H3K27me3_S2_Lesley.bed.gz(40KB), GSE245077_H3K36me2_D17_Lesley.bed.gz(39KB), GSE245077_H3K36me2_S2_Lesley.bed.gz(71KB), GSE245077_H3K36me3_D17_Lesley.bed.gz(72KB), GSE245077_H3K36me3_Kc_Lesley.bed.gz(62KB), GSE245077_H3K36me3_S2_Lesley.bed.gz(64KB), GSE245077_H3K4me2_D17_Lesley.bed.gz(374KB), GSE245077_H3K4me2_S2_Lesley.bed.gz(232KB), GSE245077_H3K4me3_D17_Lesley.bed.gz(142KB), GSE245077_H3K4me3_S2_Lesley.bed.gz(140KB), GSE245077_Pc_D17_Lesley.bed.gz(64KB), GSE245077_Pc_Kc_Lesley.bed.gz(163KB), GSE245077_Pcl_D17_Lesley.bed.gz(107KB), GSE245077_Pcl_S2_Lesley.bed.gz(364KB), GSE245077_Pc_S2_Lesley.bed.gz(60KB), GSE245077_Ph_D17_Lesley.bed.gz(93KB), GSE245077_Ph_Kc_Lesley.bed.gz(167KB), GSE245077_Pho_D17_Lesley.bed.gz(69KB), GSE245077_Pho_Kc_Lesley.bed.gz(161KB), GSE245077_Pho_S2_Lesley.bed.gz(80KB), GSE245077_Ph_S2_Lesley.bed.gz(112KB), GSE245077_Psc_D17_Lesley.bed.gz(62KB), GSE245077_Psc_Kc_Lesley.bed.gz(158KB), GSE245077_Psc_S2_Lesley.bed.gz(102KB), GSE245077_Rad21_S2_Lesley.bed.gz(149KB), GSE245077_Scm_D17_Lesley.bed.gz(58KB), GSE245077_Scm_S2_Lesley.bed.gz(39KB), GSE245077_Sfmbt_D17_Lesley.bed.gz(56KB), GSE245077_Sfmbt_S2_Lesley.bed.gz(114KB), GSE245077_Spps_D17_Lesley.bed.gz(126KB), GSE245077_Spps_Kc_Lesley.bed.gz(260KB), GSE245077_Spps_S2_Lesley.bed.gz(140KB), GSE245077_TrxC_D17_Lesley.bed.gz(140KB), GSE245077_TrxC_Kc_Lesley.bed.gz(181KB), GSE245077_TrxC_S2_Lesley.bed.gz(72KB), GSE245077_TrxN_D17_Lesley.bed.gz(75KB), GSE245077_TrxN_S2_Lesley.bed.gz(117KB)|epigenetics,cell_stress,signal_transduction|Multi-omics profiling of PcG proteins and related factors in Drosophila cell lines (ChIP-Seq)|understand combinatorial binding different dynamics across types three Kc167 and/or D17-c3 cells profiled included RNA-seq ATAC-seq multiple other GAGA Pcl Psc Scm Sfmbt Pho Spps active repressive|
GSE245076|atac_seq|Drosophila melanogaster|2|GSE245076_ATAC_D17_Lesley2022.bed.gz(605KB)|epigenetics,cell_stress,signal_transduction|Multi-omics profiling of PcG proteins and related factors in Drosophila cell lines (ATAC-Seq)|understand combinatorial binding different dynamics across types three Kc167 and/or D17-c3 cells profiled included RNA-seq ChIP-seq multiple other GAGA Pcl Psc Scm Sfmbt Pho Spps active repressive|
GSE237777|atac_seq|Mus musculus|6|GSE237777_F1_parent_idr.conservative_peak.narrowPeak.gz(3MB), GSE237777_F1_parent_idr.optimal_peak.narrowPeak.gz(3MB), GSE237777_RAW.tar(1.1GB), GSE237777_SRR2-18_47D_idr.conservative_peak.narrowPeak.gz(4MB), GSE237777_SRR2-18_47D_idr.optimal_peak.narrowPeak.gz(4MB)|neuroscience,development,epigenetics,microbiology,gene_regulation|Bulk ATAC-seq of mouse neural stem and progenitor cells (NSPC) derived from embryonic stem cells, with biallelic Sox2 enhancer cluster deletions|generated ATAC-sequencing datasets regulome allele-specific regions experiments conducted evaluate alterations chromatin accessibility candidate regulatory elements genome-wide loss-of-function|
GSE233474|atac_seq|Homo sapiens|12|GSE233474_RAW.tar(6MB)|development,metabolism,epigenetics,crispr_gene_editing,cell_stress|An integrative single-cell multiomics profiling of human pancreatic islets identifies T1D associated genes, regulatory regions, and single nucleotide polymorphism [ATAC-seq]|investigate DLK1 RASGRP1 knockout inducing beta apoptosis chromatin access obtained hPSCs differentiated cells|
GSE206954|atac_seq|Homo sapiens|6|GSE206954_A431R_matrix.mtx.gz(164MB), GSE206954_A431R_peaks.bed.gz(1MB), GSE206954_A431S_matrix.mtx.gz(166MB), GSE206954_A431S_peaks.bed.gz(985KB), GSE206954_FaDuR_matrix.mtx.gz(222MB), GSE206954_FaDuR_peaks.bed.gz(1MB), GSE206954_FaDuS_matrix.mtx.gz(178MB), GSE206954_FaDuS_peaks.bed.gz(1MB), GSE206954_SKOV3R_matrix.mtx.gz(244MB), GSE206954_SKOV3R_peaks.bed.gz(1MB), GSE206954_SKOV3S_matrix.mtx.gz(241MB), GSE206954_SKOV3S_peaks.bed.gz(1MB)|cancer,immunology,development,epigenetics,drug_response|Antibody Dependent Cell-Mediated Cytotoxicity Selection Pressure Induces Diverse Mechanisms of Resistance (scATAC-Seq)|Targeted monoclonal therapy emerged powerful therapeutic strategy cancer Unfortunately minority patients haves durable responses development major clinical obstacle Antibody-dependent ADCC represents|multiomics
GSE247239|atac_seq|Drosophila melanogaster|6|GSE247239_RAW.tar(53MB)|neuroscience,development,cell_stress,gene_regulation,signal_transduction|Notch signaling and Bsh homeodomain activity are integrated to diversify Drosophila lamina neuron types|evolutionarily conserved pathway specifying binary neuronal fates specifies different contexts elusive accompanying paper L1-L5 model primary transcription factor HDTF activates secondary HDTFs Pdm3|
GSE226670|atac_seq|Homo sapiens|14|GSE226670_NURF_ATAC-seq.xlsx(28MB), GSE226670_RAW.tar(767MB), GSE226670_S5KI_4hr_vs_S5KI_DMSO.txt.gz(12MB)|cancer,epigenetics,hematopoiesis,crispr_gene_editing,gene_regulation|The alternative Nucleosome Remodeling Factor complex sustains acute myeloid leukemia by regulating the accessibility of insulator regions (ATAC-seq)|Efficient treatment AML patients challenge despite recent advances CRISPRi screen targeting chromatin factors BPTF essential regulator cell survival forms NURF SMARCA5 BAP18 regulates large set|
GSE204889|atac_seq|Mus musculus|6|GSE204889_RAW.tar(3MB)|immunology,epigenetics,infectious_disease,rna_biology|ATAC-seq analysis in Rpsa-iKO RAW264.7 cells after HSV-1 infection|ribosomal protein recognize viral DNA promotes expression proinflammatory cytokines chromatin accessibility around transcription start sites TSS cytokinse infected reduced|
GSE217698|atac_seq|Homo sapiens|18|GSE217698_RAW.tar(13.3GB)|cancer,immunology,epigenetics,crispr_gene_editing,drug_response|CTCF Loss Potentiates P53 Mediated Gene Transcription in Breast Tissue|single copy cancer patients clinical TCGA hypothesized TP53 target expression MCF10A cells model deleted CRISPR/Cas9 qPCR RNA-seq carrying low displayed enhanced response exposure chemotherapeutics|
GSE247035|atac_seq|Homo sapiens|16|GSE247035_RAW.tar(14MB)|epigenetics,reproduction|Single-nucleus multi-omic profiling of human placental syncytiotrophoblasts identifies cellular trajectories during pregnancy [placenta-ncbi-cell-line_ChIPseq_cuttag]|plays vital ensuring successful Despite growing body knowledge compositions limited research heterogeneity billions nuclei within STB multinucleated entity primarily responsible conducted integrated|
GSE247279|atac_seq|Mus musculus|4|GSE247279_RAW.tar(345MB)|immunology,development,epigenetics,hematopoiesis,cell_stress,gene_regulation|Ikaros and Aiolos directly regulate AP-1 transcriptional complexes and are essential for natural killer cell development [ATAC-seq]|family factors lymphocyte biology targets immunomodulatory imide drugs IMiDs hematological malignancies Ikzf1/IKZF1 most broadly expressed member lymphocytes innate lymphopoiesis unknown gene|
GSE235503|atac_seq|Homo sapiens|2|GSE235503_RAW.tar(329MB)|immunology,epigenetics|Enhancing sensitivity and versatility of Tn5-based single cell omics V|chromatin features cells centers around use transposase exploits activity simultaneously fragment target DNA integrate adapter sequences choice reaction direct readout transposase-accessible|
GSE235502|atac_seq|Homo sapiens|2|GSE235502_RAW.tar(10.0GB)|immunology,epigenetics|Enhancing sensitivity and versatility of Tn5-based single cell omics IV|chromatin features cells centers around use transposase exploits activity simultaneously fragment target DNA integrate adapter sequences choice reaction direct readout transposase-accessible|
GSE235499|atac_seq|Homo sapiens|3|GSE235499_RAW.tar(13.6GB)|immunology,epigenetics|Enhancing sensitivity and versatility of Tn5-based single cell omics II|chromatin features cells centers around use transposase exploits activity simultaneously fragment target DNA integrate adapter sequences choice reaction direct readout transposase-accessible|
GSE235497|atac_seq|Mus musculus|3|GSE235497_RAW.tar(10.5GB)|immunology,epigenetics|Enhancing sensitivity and versatility of Tn5-based single cell omics I|chromatin features cells centers around use transposase exploits activity simultaneously fragment target DNA integrate adapter sequences choice reaction direct readout transposase-accessible|
GSE227645|atac_seq|Mus musculus|16|GSE227645_RAW.tar(8.8GB)|immunology,development,epigenetics,hematopoiesis,microbiology,gene_regulation|Binding-site resolution structure and dynamics of Cebpa regulatory regions during macrophage-neutrophil differentiation|hematopoiesis multipotential progenitors differentiate types cells blood action complex gene networks GRNs comprising transcription factor genes regulate other expression logic mean identities|
GSE227265|atac_seq|Homo sapiens|16|GSE227265_BinarizedPeaks.mtx.gz(353MB), GSE227265_fragments_AllSamples.tsv.gz(14.5GB), GSE227265_fragments_AllSamples.tsv.gz.tbi.gz(4MB), GSE227265_GeneActivity.mtx.gz(263MB), GSE227265_TFMotifActivity.csv.gz(67MB), GSE227265_TFMotifActivityMalignantCells.csv.gz(13MB)|cancer,immunology,metabolism,epigenetics,gene_regulation,liver|Genome-wide profiling of transcription factor activity in primary liver cancer using single cell ATAC sequencing|chromatin patients scATAC-seq aim assess malignant microenviornment component cells human cancers profiles reveal similar microenvironment composition high levels heterogeneity activation within|
GSE187025|atac_seq|Phaseolus vulgaris|16|GSE187025_CD.tdf(120MB), GSE187025_CDW.tdf(122MB), GSE187025_CI12.tdf(121MB), GSE187025_DD.tdf(119MB), GSE187025_DDW.tdf(122MB), GSE187025_DI12.tdf(121MB)|epigenetics,kidney|FAIRE (Formaldehyde-Assisted Isolation of Regulatory Elements) analysis of chromatin accessibility in kidney bean under drought stress|Purpose identify nucleosome-depleted regions response genome-wide profiling strategy implemented better understanding OCRs Open useful exploring potential genomic crop improvement comprehensive|
GSE236850|atac_seq|Mus musculus|2|GSE236850_RAW.tar(2.3GB)|cancer,development,epigenetics,gut_intestine,signal_transduction,eye_vision|Epithelial aPKC deficiency leads to stem cell loss preceding metaplasia in colorectal cancer initiation [ATAC-Seq]|early spontaneous tumor precede accumulation mutations largely unknown reduced levels correlate induction revival metaplastic programs serrated conventional-initiated pre-neoplastic lesions|
GSE227669|atac_seq|Mus musculus|14|GSE227669_RAW.tar(1.5GB)|cancer,metabolism,epigenetics,lung_respiratory,crispr_gene_editing,liver|NFIB dependent and independent mechanisms of metastasis in small cell lung cancer [ATAC-seq]|Molecular characterization tumors liver metastases SCLC mouse models without knockout gene expression profiling obtained lines|
GSE224002|atac_seq|Homo sapiens|9|GSE224002_RAW.tar(1.3GB)|cancer,epigenetics,skeletal_muscle,cell_cycle|Effect of the NuRD subunit CHD4 on DNA accessibility in Ewing sarcoma cells [ATAC-seq]|established SKNMC stably expressing two doxycycline-inducible shRNAs targeting component influence|
GSE214754|atac_seq|Homo sapiens|97|GSE214754_RAW.tar(19.2GB)|cancer,development,epigenetics,cell_stress,signal_transduction|Chromatin accessibility and pioneer factor FOXA1 restrict glucocorticoid receptor action in prostate cancer (ChIP-Seq)|Treatment relies predominantly inhibition androgen signaling Despite initial effectiveness AR-targeted therapies often develops resistance blockade mediated replacement Nevertheless mechanistic ways|
GSE214753|atac_seq|Homo sapiens|28|GSE214753_RAW.tar(12.3GB)|cancer,development,epigenetics,cell_stress,signal_transduction|Chromatin accessibility and pioneer factor FOXA1 restrict glucocorticoid receptor action in prostate cancer (ATAC-Seq)|Treatment relies predominantly inhibition androgen signaling Despite initial effectiveness AR-targeted therapies often develops resistance blockade mediated replacement Nevertheless mechanistic ways|
GSE221967|atac_seq|Mus musculus|21|GSE221967_d0_CD8pos_CD44neg_CD62Lpos_shift_bampe_peaks.broadPeak.gz(2MB), GSE221967_d4_KLRG1neg_Tcf7neg_shift_bampe_peaks.broadPeak.gz(1MB), GSE221967_d4_KLRG1neg_Tcf7pos_shift_bampe_peaks.broadPeak.gz(2MB), GSE221967_d4_KLRG1pos_Tcf7neg_shift_bampe_peaks.broadPeak.gz(2MB), GSE221967_d8_KLRG1neg_Tcf7neg_shift_bampe_peaks.broadPeak.gz(1MB), GSE221967_d8_KLRG1neg_Tcf7pos_shift_bampe_peaks.broadPeak.gz(1MB), GSE221967_d8_KLRG1pos_Tcf7neg_shift_bampe_peaks.broadPeak.gz(1MB)|immunology,development,epigenetics,infectious_disease,gene_regulation,signal_transduction|Formation and fate of stem-cell like Tcf7+ CD8+ T cells during a primary immune response to viral infection [ATAC-seq]|naïve expand differentiate short-lived terminal effector Tte eliminate infected central memory Tcm persist following pathogen clearance mediate protection against re-infection thanks cell-like|
GSE196074|atac_seq|Homo sapiens|10|GSE196074_RAW.tar(5.3GB)|neuroscience,development,epigenetics|An epigenetic barrier in neural progenitor cells and early neurons set the timing of human neuronal maturation [ATAC-seq]|challenge understanding development brain circuits identify factors instruct accomplish developmental steps appropriate stage follows intrinsic species-specific pace extremely protracted humans|
